state_time,accelx,accely,accelz,gyrox,gyroy,gyroz,mot_ang,mot_vel,mot_acc,mot_cur,mot_volt,batt_volt,batt_curr,temperature,status_mn,status_ex,status_re,genvar_0,genvar_1,genvar_2,genvar_3,genvar_4,genvar_5,genvar_6,genvar_7,genvar_8,genvar_9,ank_ang,ank_vel,sys_time,
2023150,320,-8170,-1710,2,43,-37,-36160,-1,-10,-3,0,45663,144,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023257,
2023151,320,-8170,-1710,2,43,-37,-36157,0,-7,-4,0,45663,144,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023259,
2023152,336,-8154,-1694,3,31,-32,-36156,0,-1,0,0,45663,144,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023261,
2023153,336,-8154,-1694,3,31,-32,-36158,0,-13,1,0,45663,144,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023263,
2023154,336,-8154,-1694,3,31,-32,-36157,0,2,-6,0,45663,144,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023265,
2023155,336,-8154,-1694,3,31,-32,-36156,0,4,-2,0,45663,144,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023267,
2023156,340,-8158,-1674,2,35,-28,-36154,0,6,-5,0,45663,144,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023269,
2023157,340,-8158,-1674,2,35,-28,-36155,0,5,-6,0,45663,144,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023271,
2023158,340,-8158,-1674,2,35,-28,-36156,0,1,-4,0,45664,133,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023273,
2023159,340,-8158,-1674,2,35,-28,-36157,0,3,-6,0,45664,133,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023275,
2023160,322,-8138,-1670,1,38,-22,-36154,0,-2,-9,0,45664,133,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023277,
2023161,322,-8138,-1670,1,38,-22,-36158,0,6,-2,0,45664,133,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023279,
2023162,322,-8138,-1670,1,38,-22,-36159,0,-8,0,0,45664,133,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023281,
2023163,322,-8138,-1670,1,38,-22,-36156,0,3,0,0,45664,133,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023283,
2023164,326,-8162,-1668,-5,36,-23,-36155,0,5,5,0,45664,133,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023285,
2023165,326,-8162,-1668,-5,36,-23,-36158,0,2,4,0,45664,133,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023287,
2023166,326,-8162,-1668,-5,36,-23,-36157,0,3,-1,0,45664,133,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023289,
2023167,326,-8162,-1668,-5,36,-23,-36156,0,-1,0,0,45664,133,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023291,
2023168,324,-8148,-1638,-3,31,-23,-36160,0,-4,1,0,45661,136,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023293,
2023169,324,-8148,-1638,-3,31,-23,-36156,0,-1,0,0,45661,136,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023295,
2023170,324,-8148,-1638,-3,31,-23,-36155,0,-3,2,0,45661,136,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023297,
2023171,324,-8148,-1638,-3,31,-23,-36153,1,12,1,0,45661,136,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023299,
2023172,352,-8146,-1664,-3,35,-19,-36158,0,-1,-4,0,45661,136,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023301,
2023173,352,-8146,-1664,-3,35,-19,-36159,0,-7,0,0,45661,136,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023303,
2023174,352,-8146,-1664,-3,35,-19,-36155,0,6,1,0,45661,136,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023305,
2023175,352,-8146,-1664,-3,35,-19,-36157,0,3,0,0,45661,136,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023307,
2023176,320,-8126,-1670,-8,41,-21,-36156,0,6,0,0,45661,136,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023309,
2023177,320,-8126,-1670,-8,41,-21,-36157,0,-7,0,0,45661,136,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023311,
2023178,320,-8126,-1670,-8,41,-21,-36155,0,-13,-5,0,45658,138,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023313,
2023179,320,-8126,-1670,-8,41,-21,-36160,0,-4,-1,0,45658,138,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023315,
2023180,310,-8128,-1672,-5,40,-16,-36158,0,2,-3,0,45658,138,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023317,
2023181,310,-8128,-1672,-5,40,-16,-36158,0,-12,-4,0,45658,138,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023318,
2023182,310,-8128,-1672,-5,40,-16,-36157,0,7,-3,0,45658,138,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023320,
2023183,310,-8128,-1672,-5,40,-16,-36153,1,10,-2,0,45658,138,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023322,
2023184,322,-8150,-1650,-9,27,-15,-36158,0,-1,-6,0,45658,138,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023324,
2023185,322,-8150,-1650,-9,27,-15,-36159,0,-13,-4,0,45658,138,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023326,
2023186,322,-8150,-1650,-9,27,-15,-36156,0,11,-7,0,45658,138,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023328,
2023187,322,-8150,-1650,-9,27,-15,-36158,0,3,-5,0,45658,138,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023330,
2023188,320,-8180,-1672,-8,40,-11,-36158,0,0,-7,0,45662,142,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023332,
2023189,320,-8180,-1672,-8,40,-11,-36158,0,-1,-6,0,45662,142,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023334,
2023190,320,-8180,-1672,-8,40,-11,-36157,0,-12,-8,0,45662,142,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023336,
2023191,320,-8180,-1672,-8,40,-11,-36160,0,-5,-7,0,45662,142,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023338,
2023192,330,-8152,-1680,-14,33,-14,-36156,0,0,-8,0,45662,142,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023340,
2023193,330,-8152,-1680,-14,33,-14,-36156,0,6,-1,0,45662,142,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023342,
2023194,330,-8152,-1680,-14,33,-14,-36159,0,1,-1,0,45662,142,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023344,
2023195,330,-8152,-1680,-14,33,-14,-36157,0,3,-3,0,45662,142,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023346,
2023196,338,-8128,-1710,-21,36,-14,-36155,0,-1,0,0,45662,142,29,144,0,0,0,0,0,0,0,0,0,0,0,0,4146,0,2023348,
